advid,#_of_posOutcomes,SQ
25782329,1,0
25782331,8,0
25782332,2,1
25782352,1,0
25782359,0,1
25782365,1,1
25782368,0,0
25782372,34,0
25782395,0,1
25782413,0,0
25782425,1,1
25782439,0,0
25782442,0,1
25782445,10,1
25782448,2,1
25782458,0,1
25782489,3,1
25782490,0,0
25782499,0,1
25782504,0,0
25782521,0,0
25782545,0,0
25782554,0,0
25782572,1,0
25782582,1,0
25782585,0,1
25782589,0,0
25782591,6,1
25782601,0,0
25782616,0,0
25782619,0,1
25782621,25,1
25782626,0,0
25782645,0,0
25782651,1,1
25782662,3,1
25782672,0,1
25782694,11,1
25782697,0,1
25782705,0,1
25782710,0,0
25782715,0,1
25782720,3,1
25782726,0,0
25782742,0,1
25782745,0,0
25782757,3,1
25782776,3,1
25782779,1,1
25782781,1,0
25782785,0,1
25782787,0,1
25782789,0,1
25782793,0,0
25782795,6,0
25782811,0,1
25782821,0,0
25782833,0,0
25782841,6,1
25782843,0,0
25782845,0,0
25782854,1,1
25782870,8,1
25782872,0,1
25782873,12,0
25782886,27,1
25782902,5,1
25782939,0,0
25782975,1,1
25782983,0,0
25782990,0,0
25783000,7,1
25783017,0,0
25783047,0,1
25783053,0,0
25783061,80,0
25783110,14,1
25783112,0,0
25783114,0,0
25783139,0,0
25783164,0,1
25783169,18,1
25783174,1,1
25783200,1,1
25783207,19,0
25783208,0,1
25783222,0,1
25783237,0,1
25783243,0,0
25783260,1,0
25783270,0,1
25783293,1,1
25783303,0,0
25783309,37,0
25783313,0,1
25783335,0,0
25783342,0,0
25783344,0,0
25783345,0,0
25783351,0,0
25783355,1,0
25783371,0,1
25783392,0,0
25783393,1,0
25783431,1,0
25783450,0,1
25783455,0,0
25783456,0,1
25783473,2,0
25783478,0,1
25783518,0,0
25783531,0,1
25783554,0,1
25783566,0,0
25783578,0,0
25783595,13,1
25783615,5,1
25783631,0,1
25783634,8,0
25783637,0,1
25783664,0,0
25783672,7,1
25783678,8,1
25783680,0,0
25783685,1,0
25783694,3,1
25783706,0,1
25783708,8,1
25783719,0,1
25783722,13,1
25783724,1,1
25783734,4,1
25783735,0,1
25783748,0,0
25783752,0,1
25783764,3,0
25783767,0,0
25783769,0,1
25783776,0,0
25783799,0,0
25783811,0,1
25783834,0,1
25783835,4,1
25783856,0,0
25783857,58,1
25783861,14,0
25783872,0,1
25783906,0,0
25783910,0,0
25783923,0,1
25783951,0,0
25783955,16,0
25783960,0,1
25783963,0,1
25783969,0,1
25783973,4,1
25783978,0,0
25783988,0,0
25783989,2,0
25784031,2,1
25784032,0,0
25784034,2,1
25784048,1,0
25784067,33,0
25784071,0,1
25784122,0,0
25784123,0,0
25784125,0,1
25784128,0,1
25784129,0,0
25784144,0,1
25784166,0,1
25784173,20,0
25784179,3,1
25784201,0,1
25784206,6,1
25784222,0,1
25784239,9,1
25784252,0,0
25784260,0,0
25784261,0,1
25784265,0,1
25784272,0,1
25784274,1,1
25784294,1,1
25784297,0,1
25784300,2,0
25784308,4,0
25784335,0,0
25784340,4,1
25784353,20,1
25784379,1,1
25784382,0,0
25784399,6,1
25784407,3,0
25784428,0,0
25784451,0,1
25784498,0,0
25784538,3,0
25784550,4,1
25784595,0,1
25784600,0,1
25784606,3,1
25784609,1,0
25784634,6,0
25784674,0,0
25784693,3,0
25784729,1,0
25784735,5,0
25784740,3,0
25784744,19,1
25784751,0,0
25784800,0,1
25784813,0,1
25784826,0,1
25784828,1,1
25784843,0,1
25784873,2,1
25784882,0,1
25784913,6,0
25784938,0,1
25784996,10,0
25785036,3,1
25785055,3,1
25785085,0,0
25785131,0,0
25785155,0,0
25785215,5,0
25785218,1,0
25785255,0,0
25785274,9,0
25785281,3,1
25785295,1,1
25785298,1,1
25785309,0,1
25785333,0,0
25785346,0,1
25785371,0,1
25785381,9,1
25785402,0,1
25785423,1,1
25785440,1,0
25785445,0,0
25785449,0,0
25785475,1,0
25785484,0,0
25785488,2,1
25785525,3,0
25785544,0,1
25785549,0,0
25785585,1,0
25785594,0,1
25785681,0,0
25785787,0,1
25785875,1,0
25785908,3,0
25785932,0,0
25785994,0,0
25786086,9,0
25786109,1,0
25786135,0,0
25786155,0,1
25786185,0,1
25786210,3,1
25786243,0,1
25786333,2,1
25786399,0,0
25786473,0,0
25786553,0,1
25786570,1,0
25786574,2,1
25786684,0,0
25786745,0,0
25786815,0,1
25786827,0,1
25786844,0,0
25786926,7,1
25786952,0,1
25787333,0,0
25787337,4,1
25787401,0,1
25787442,0,1
25787554,0,1
25788030,0,0
25788082,5,1
25788135,6,1
25788301,0,1
25788440,0,1
25788843,0,1
25789031,4,1
25789126,0,0
25789141,0,0
25789153,2,0
25789225,0,1
25789362,0,0
25789380,0,1
25789406,0,0
25789419,2,0
25789441,0,1
25789450,1,1
25789472,0,0
25789523,0,1
25789600,0,1
25789657,1,0
25789738,0,1
25789799,0,0
25789820,0,1
25789972,0,0
25790012,0,1
25790158,0,1
25790164,0,0
25790170,0,1
25790175,1,0
25790258,1,0
25790480,3,0
25790514,0,0
25790566,4,0
25790622,0,1
25790656,0,0
25790677,1,1
25790684,13,1
25790706,6,1
25790771,0,1
25790788,6,1
25790832,0,0
25790874,0,1
25790984,0,0
25791000,0,0
25791001,0,1
25791007,6,1
25791029,1,0
25791035,4,0
25791049,0,1
25791054,2,0
25791060,0,1
25791061,2,0
25791082,0,0
25791085,0,0
25791111,1,1
25791177,11,0
25791190,0,0
25791204,0,1
25791303,0,1
25791318,0,1
25791334,0,0
25791372,0,0
25791386,4,1
25791387,0,0
25791408,0,1
25791416,1,0
25791417,0,0
25791433,1,1
25791436,0,0
25791439,0,1
25791447,0,1
25791462,3,1
25791463,3,0
25791531,0,1
25791568,0,0
25791580,1,1
25791582,0,0
25791621,0,1
25791634,9,1
25791712,1,0
25791768,0,0
25791794,7,0
25791801,2,1
25791808,0,0
25791831,4,1
25791849,0,0
25791865,1,1
25791895,11,0
25791910,2,1
25791912,17,0
25791928,3,0
25791951,0,1
25791971,0,0
25792008,1,0
25792009,3,0
25792025,2,0
25792045,31,1
25792052,4,1
25792065,8,1
25792088,0,0
25792091,0,1
25792115,0,1
25792142,7,1
25792151,1,0
25792155,1,0
25792159,6,1
25792206,0,1
25792278,0,1
25792297,112,0
25792315,0,0
25792327,9,1
25792357,0,0
25792373,2,0
25792400,0,1
25792401,0,0
25792443,5,0
25792481,34,0
25792484,0,0
25792521,0,0
25792523,0,0
25792539,0,1
25792571,0,0
25792572,1,0
25792576,1,1
25792589,0,0
25792610,0,0
25792617,0,1
25792624,18,1
25792626,3,0
25792629,0,0
25792645,2,0
25792647,0,1
25792736,0,1
25792737,3,0
25792754,0,0
25792793,34,0
25792797,1,0
25792799,11,1
25792811,10,0
25792829,0,1
25792872,9,1
25792906,0,1
25792911,1,0
25792913,3,1
25792916,2,1
25792952,3,1
25792953,3,1
25792989,3,0
25792990,1,1
25792991,1,0
25792993,0,0
25792995,10,0
25793004,10,1
25793034,5,0
25793043,37,1
25793066,0,1
25793079,3,1
25793087,0,1
25793110,4,1
25793124,0,0
25793153,0,1
25793155,1,0
25793157,1,1
25793159,0,0
25793177,0,0
25793190,0,1
25793199,5,1
25793217,0,0
25793254,1,1
25793262,1,0
25793264,1,0
25793280,0,0
25793287,2,0
25793289,1,1
25793305,2,0
25793324,0,0
25793342,22,1
25793352,0,0
25793357,0,0
25793376,0,0
25793383,0,0
25793387,0,1
25793403,0,0
25793413,0,1
25793422,4,1
25793434,0,0
25793448,1,0
25793461,0,0
25793472,0,0
25793475,0,1
25793505,3,0
25793516,4,0
25793526,19,1
25793533,0,0
25793536,3,1
25793551,137,0
25793583,2,0
25793620,9,1
25793627,0,1
25793634,5,0
25793635,0,0
25793657,1,1
25793662,1,0
25793681,5,1
25793690,0,0
25793695,0,0
25793701,0,0
25793705,0,1
25793708,0,1
25793717,3,0
25793734,8,0
25793742,0,0
25793750,2,0
25793753,1,0
25793775,0,0
25793784,1,0
25793799,12,0
25793802,2,0
25793825,1,1
25793848,6,1
25793895,0,0
25793900,0,0
25793905,2,0
25793906,0,1
25793954,1,0
25793955,0,1
25793975,0,1
25793995,31,0
25793999,0,1
25794005,3,0
25794009,0,0
25794016,3,0
25794023,1,1
25794033,0,1
25794037,2,0
25794040,0,1
25794050,0,0
25794066,11,0
25794075,1,0
25794101,0,1
25794104,0,0
25794108,0,1
25794109,1,0
25794129,4,0
25794135,2,1
25794144,0,0
25794154,3,1
25794165,0,1
25794174,0,0
25794200,0,1
25794203,13,0
25794218,3,0
25794226,0,0
25794249,0,0
25794266,4,0
25794272,7,1
25794275,0,0
25794290,4,1
25794296,0,0
25794298,3,1
25794308,8,1
25794325,0,0
25794344,0,1
25794351,1,1
25794359,10,1
25794379,0,0
25794380,0,1
25794385,1,0
25794388,1,1
25794391,0,0
25794393,0,0
25794399,7,1
25794404,0,1
25794410,1,1
25794413,0,1
25794428,1,0
25794434,0,0
25794440,0,1
25794451,3,1
25794458,0,0
25794462,0,0
25794473,5,0
25794478,2,0
25794495,4,1
25794509,1,1
25794518,0,0
25794528,1,1
25794534,0,0
25794541,10,1
25794542,8,1
25794552,0,1
25794555,1,1
25794560,9,1
25794562,0,1
25794568,0,0
25794578,0,1
25794583,1,1
25794609,20,1
25794627,8,0
25794638,0,0
25794656,4,1
25794659,0,1
25794663,0,1
25794666,33,1
25794669,1,0
25794685,0,1
25794688,0,0
25794710,13,0
25794721,0,0
25794724,0,1
25794747,0,1
25794753,0,1
25794779,0,0
25794783,1,0
25794787,0,1
25794810,0,0
25794817,0,0
25794820,7,0
25794831,0,1
25794832,0,1
25794835,13,0
25794838,0,0
25794847,6,0
25794859,0,1
25794878,1,1
25794902,5,0
25794903,0,1
25794909,0,1
25794928,5,1
25794949,0,1
25794964,31,0
25794974,0,1
25794976,0,1
25794984,1,1
25794993,0,1
25794994,0,1
25794998,3,0
25795009,0,0
25795056,0,1
25795059,7,1
25795061,2,1
25795062,2,0
25795121,0,1
25795124,5,1
25795139,1,1
25795146,0,1
25795166,5,0
25795170,0,1
25795186,0,1
25795188,0,0
25795189,0,1
25795213,0,1
25795215,0,1
25795218,0,0
25795223,1,0
25795237,0,1
25795239,0,1
25795242,0,0
25795248,3,0
25795255,0,1
25795258,21,0
25795262,0,1
25795267,0,1
25795268,17,0
25795270,12,1
25795281,0,0
25795285,2,0
25795287,1,0
25795302,0,0
25795328,0,1
25795348,4,1
25795350,2,1
25795357,0,0
25795374,2,0
25795391,0,0
25795393,2,0
25795417,0,1
25795432,1,0
25795436,0,0
25795442,1,1
25795454,0,0
25795461,3,0
25795462,14,0
25795464,0,1
25795472,1,0
25795482,1,0
25795509,0,0
25795516,12,1
25795552,0,0
25795557,1,0
25795564,0,0
25795576,8,1
25795578,0,1
25795589,0,1
25795595,0,0
25795602,1,1
25795613,0,0
25795631,6,1
25795643,0,0
25795655,0,1
25795656,5,0
25795667,0,0
25795672,0,0
25795676,0,0
25795682,0,0
25795690,0,0
25795711,0,1
25795715,0,1
25795720,11,0
25795725,0,0
25795730,0,1
25795745,2,1
25795750,1,1
25795753,0,0
25795754,3,1
25795757,0,0
25795773,0,1
25795793,0,0
25795797,0,0
25795809,4,1
25795837,14,0
25795843,12,0
25795849,0,1
25795851,0,0
25795853,1,1
25795857,0,0
25795865,0,1
25795873,0,0
25795882,7,1
25795910,8,1
25795921,4,1
25795929,4,1
25795958,44,0
25795971,5,1
25795977,60,1
25795992,0,0
25795994,2,0
25795995,0,0
25795998,0,1
25796016,0,0
25796017,0,1
25796026,2,1
25796030,4,1
25796033,0,0
25796066,0,1
25796076,0,1
25796084,0,0
25796088,46,1
25796099,1,0
25796110,22,1
25796112,8,0
25796120,1,1
25796149,1,1
25796150,1,1
25796151,0,1
25796162,0,0
25796163,0,1
25796171,0,0
25796192,0,0
25796193,0,1
25796209,3,0
25796211,0,0
25796216,0,0
25796224,0,0
25796229,14,1
25796231,6,1
25796232,0,1
25796237,0,1
25796241,0,1
25796252,0,1
25796257,0,1
25796269,0,0
25796284,3,0
25796289,0,0
25796304,0,1
25796306,0,1
25796314,1,1
25796335,1,1
25796340,0,0
25796342,3,0
25796351,4,1
25796369,0,1
25796422,9,0
25796425,0,0
25796428,1,1
25796446,0,0
25796450,1,0
25796451,2,0
25796452,0,0
25796456,9,0
25796474,1,0
25796475,9,0
25796476,0,1
25796508,0,0
25796511,0,1
25796530,0,0
25796531,0,1
25796534,0,1
25796548,15,1
25796551,0,1
25796562,3,0
25796567,0,1
25796578,3,1
25796581,0,1
25796587,11,0
25796591,0,1
25796592,31,1
25796595,0,0
25796598,1,1
25796599,42,1
25796602,0,1
25796611,0,1
25796614,11,0
25796616,0,0
25796634,0,0
25796642,0,0
25796666,6,0
25796668,0,1
25796699,7,0
25796713,0,1
25796718,1,1
25796723,0,0
25796766,0,0
25796774,0,0
25796792,0,1
25796793,6,0
25796812,20,0
25796814,1,0
25796819,1,0
25796839,1,0
25796840,1,1
25796844,0,0
25796855,0,1
25796865,0,0
25796870,0,1
25796897,1,1
25796902,16,0
25796910,1,0
25796913,1,1
25796915,0,0
25796916,0,1
25796918,0,0
25796922,0,1
25796933,0,1
25796938,33,0
25796940,2,1
25796944,0,0
25796946,0,0
25796961,7,1
25796983,0,1
25796993,0,0
25796996,0,1
25797018,0,0
25797031,121,0
25797046,0,0
25797077,1,1
25797090,0,1
25797094,0,1
25797106,3,0
25797112,1,1
25797129,0,0
25797136,0,1
25797137,8,1
25797142,2,1
25797143,2,0
25797146,0,1
25797149,3,0
25797158,8,1
25797161,0,0
25797164,72,0
25797166,3,0
25797168,0,1
25797171,4,0
25797172,0,0
25797190,0,1
25797191,3,1
25797200,0,0
25797214,0,0
25797222,0,0
25797226,1,0
25797233,3,0
25797234,0,1
25797242,0,0
25797247,3,1
25797274,0,1
25797294,0,0
25797319,0,1
25797324,0,0
25797329,1,0
25797337,2,0
25797346,0,1
25797350,0,1
25797353,16,1
25797358,0,1
25797359,0,0
25797370,3,0
25797378,3,1
25797385,0,1
25797406,0,0
25797443,3,0
25797446,0,0
25797451,2,1
25797461,0,1
25797463,2,0
25797464,0,1
25797469,1,1
25797476,0,0
25797479,0,1
25797490,3,1
25797495,20,0
25797502,1,0
25797522,0,1
25797526,0,1
25797532,0,0
25797541,0,1
25797550,1,1
25797554,1,0
25797560,1,0
25797578,2,1
25797607,1,0
25797608,0,0
25797616,13,0
25797622,0,1
25797623,1,0
25797644,0,1
25797656,0,1
25797666,14,0
25797672,0,1
25797682,0,0
25797687,0,0
25797691,3,1
25797709,3,1
25797717,0,0
25797731,4,0
25797732,0,1
25797751,2,1
25797769,0,1
25797783,0,1
25797785,3,1
25797794,0,0
25797804,3,1
25797822,45,1
25797824,0,1
25797827,0,1
25797835,4,0
25797837,1,1
25797839,1,1
25797844,9,0
25797848,0,0
25797858,1,1
25797863,0,0
25797878,0,1
25797884,25,0
25797889,3,0
25797891,0,0
25797896,0,0
25797905,0,1
25797914,0,0
25797922,0,1
25797937,0,1
25797939,4,0
25797942,1,1
25797943,18,1
25797948,0,0
25797957,15,0
25797990,0,0
25797995,0,1
25798016,4,1
25798031,0,0
25798034,1,1
25798043,0,0
25798059,2,1
25798062,0,1
25798071,0,1
25798080,0,1
25798098,1,1
25798100,1,1
25798115,3,1
25798119,5,0
25798127,7,0
25798139,0,1
25798147,1,0
25798153,3,1
25798164,19,1
25798169,1,1
25798176,0,1
25798191,17,0
25798200,0,1
25798201,0,0
25798204,2,0
25798208,0,0
25798210,1,1
25798217,0,0
25798226,3,1
25798239,1,1
25798261,0,0
25798268,0,0
25798278,0,1
25798285,0,1
25798305,0,1
25798307,2,1
25798309,0,1
25798310,0,1
25798315,0,1
25798324,0,1
25798325,1,1
25798335,0,1
25798353,139,0
25798360,0,0
25798367,3,0
25798369,1,0
25798371,0,0
25798393,0,1
25798414,0,0
25798428,0,0
25798437,0,1
25798439,0,1
25798442,0,0
25798452,48,1
25798456,1,1
25798457,0,1
25798462,0,0
25798463,0,1
25798484,0,0
25798485,2,1
25798516,1,0
25798517,1,0
25798530,0,0
25798532,1,1
25798543,0,1
25798546,1,1
25798562,0,0
25798567,7,1
25798571,1,1
25798583,1,1
25798607,0,1
25798632,3,1
25798656,0,0
25798661,0,0
25798683,0,0
25798690,0,1
25798694,0,1
25798699,1,1
25798707,2,1
25798718,0,1
25798719,6,0
25798721,0,0
25798741,0,1
25798752,0,0
25798759,1,1
25798760,0,0
25798765,20,0
25798767,1,1
25798771,0,1
25798780,5,1
25798783,0,0
25798787,0,1
25798808,0,1
25798817,4,1
25798825,3,1
25798854,0,1
25798855,1,0
25798872,0,0
25798873,0,1
25798874,2,1
25798880,2,0
25798881,96,1
25798897,1,0
25798907,4,0
25798924,0,1
25798930,0,1
25798946,18,0
25798947,0,1
25798949,0,1
25798958,0,1
25798960,6,1
25798984,0,0
25798991,0,1
25798996,0,1
25799005,8,0
25799015,22,0
25799018,2,1
25799020,0,1
25799032,0,0
25799035,0,1
25799057,0,1
25799064,5,1
25799072,0,0
25799078,0,0
25799084,0,1
25799087,0,1
25799091,0,0
25799101,0,1
25799104,0,1
25799115,0,0
25799118,21,0
25799139,5,1
25799145,1,1
25799148,0,0
25799151,11,0
25799152,0,0
25799157,3,0
25799170,0,0
25799191,0,0
25799195,0,1
25799207,0,1
25799208,7,1
25799212,6,0
25799213,1,1
25799231,13,0
25799255,0,0
25799260,1,0
25799270,0,1
25799272,2,0
25799281,2,0
25799298,4,0
25799308,0,0
25799309,0,1
25799310,0,0
25799313,1,1
25799320,35,1
25799321,0,0
25799323,0,0
25799336,1,1
25799350,25,1
25799356,0,0
25799369,0,0
25799386,0,1
25799406,0,1
25799408,0,0
25799413,0,0
25799419,0,1
25799427,0,0
25799433,0,0
25799450,0,1
25799454,15,0
25799458,1,1
25799461,0,0
25799468,0,1
25799469,2,1
25799489,0,1
25799490,4,0
25799497,0,0
25799498,0,0
25799519,0,1
25799526,0,0
25799529,0,1
25799543,3,0
25799558,0,0
25799571,0,0
25799582,0,0
25799586,0,1
25799587,41,1
25799589,0,0
25799609,1,0
25799621,8,0
25799632,17,0
25799638,0,0
25799639,0,0
25799646,5,0
25799664,0,0
25799676,0,1
25799682,1,0
25799696,0,1
25799710,3,0
25799719,2,1
25799726,23,0
25799752,0,0
25799763,1,0
25799778,0,0
25799793,20,0
25799800,3,1
25799803,0,0
25799808,3,1
25799811,1,0
25799820,3,0
25799829,1,0
25799831,27,1
25799852,0,1
25799877,2,0
25799878,2,0
25799892,0,1
25799902,7,1
25799944,0,1
25799958,0,1
25799980,1,0
25799983,0,1
25799992,0,0
25800000,1,1
25800007,1,1
25800010,1,1
25800013,1,1
25800021,2,0
25800028,0,1
25800038,0,1
25800042,36,1
25800053,0,0
25800058,0,1
25800105,3,0
25800111,1,0
25800113,0,1
25800114,6,1
25800121,2,1
25800135,4,1
25800141,0,1
25800153,0,1
25800158,0,1
25800176,0,0
25800207,0,1
25800215,1,0
25800270,1,1
25800277,0,1
25800284,0,0
25800286,0,0
25800292,0,1
25800297,96,1
25800301,10,0
25800304,0,0
25800316,0,1
25800327,0,1
25800331,0,1
25800337,2,1
25800339,8,0
25800345,11,0
25800347,0,0
25800355,0,1
25800366,0,1
25800369,0,0
25800384,0,1
25800387,0,0
25800411,0,1
25800444,0,0
25800447,6,1
25800449,6,0
25800473,1,1
25800483,3,1
25800495,0,0
25800514,12,1
25800519,0,1
25800528,4,0
25800560,0,1
25800563,0,1
25800568,36,1
25800579,3,1
25800580,11,0
25800590,0,1
25800609,0,0
25800614,0,1
25800622,0,0
25800658,0,1
25800668,0,1
25800676,3,0
25800692,0,1
25800697,7,1
25800735,3,1
25800746,1,1
25800765,0,0
25800767,17,0
25800787,0,1
25800792,0,1
25800808,0,1
25800815,1,1
25800893,3,1
25800897,0,1
25800902,0,0
25800905,4,0
25800909,0,0
25800920,0,0
25800953,0,0
25800967,81,0
25800980,0,0
25800982,1,0
25800984,2,1
25801006,1,1
25801007,0,0
25801013,8,1
25801036,6,1
25801075,1,0
25801076,1,1
25801077,0,0
25801118,0,0
25801130,0,1
25801161,5,0
25801162,0,1
25801166,0,0
25801172,26,0
25801198,10,1
25801202,32,0
25801209,0,1
25801218,2,1
25801259,0,0
25801281,0,1
25801287,14,0
25801328,13,1
25801341,0,1
25801375,1,0
25801390,0,1
25801476,0,1
25801522,2,0
25801529,0,0
25801536,68,0
25801546,0,0
25801556,0,1
25801565,0,1
25801567,4,1
25801575,1,1
25801582,0,0
25801596,7,1
25801599,0,1
25801601,0,1
25801602,0,0
25801692,7,0
25801718,0,0
25801719,0,1
25801757,0,1
25801799,0,0
25801800,0,1
25801824,1,1
25801828,0,0
25801847,7,1
25801895,0,1
25801908,7,1
25801936,0,1
25801946,2,1
25801982,0,0
25802009,0,1
25802114,0,1
25802122,0,1
25802125,10,0
25802151,1,0
25802225,0,0
25802229,0,1
25802238,0,0
25802318,0,1
25802323,12,1
25802325,0,1
25802329,0,1
25802337,0,1
25802352,2,0
25802364,29,1
25802378,0,1
25802404,0,1
25802459,0,1
25802463,0,1
25802479,0,0
25802557,0,1
25802560,4,1
25802563,2,1
25802601,0,0
25802612,0,0
25802644,2,0
25802649,5,0
25802680,0,1
25802703,14,1
25802711,1,0
25802714,0,0
25802739,0,1
25802821,1,0
25802835,2,0
25802849,1,1
25802952,0,0
25802971,0,1
25802972,0,0
25802978,0,1
25802986,1,0
25803073,1,0
25803074,0,1
25803081,1,0
25803097,0,1
25803105,0,1
25803109,2,1
25803166,1,1
25803212,0,0
25803222,8,1
25803253,1,1
25803317,0,1
25803417,0,1
25803486,0,0
25803545,2,1
25803593,0,1
25803661,0,0
25803673,0,0
25803705,1,0
25803707,0,0
25803748,0,0
25803940,0,0
25803997,5,1
25804131,7,0
25804272,0,1
25804428,22,0
25804473,0,0
25804589,1,0
25804632,1,0
25804669,0,1
25804838,0,1
25805360,1,0
25805862,1,0
25806013,0,0
25806371,2,0
25806431,8,1
25806442,0,1
25806541,2,0
25806646,0,0
25806733,5,1
25806743,0,0
25806789,0,0
25806802,1,1
25806926,1,1
25806938,0,1
25807096,0,0
25807097,0,1
25807119,0,0
25807175,4,1
25807255,7,0
25807353,0,1
25807451,0,0
25807477,2,0
25807613,1,1
25807626,0,1
25807677,0,0
25807762,3,1
25807763,0,1
25807800,0,1
25807847,0,1
25807902,2,0
25807918,1,0
25807946,0,1
25807950,2,1
25807970,1,0
25808035,1,0
25808040,0,1
25808130,0,1
25808140,3,1
25808148,7,1
25808157,0,0
25808162,0,1
25808181,0,1
25808194,0,0
25808206,0,0
25808237,0,1
25808270,0,1
25808281,0,1
25808296,275,1
25808356,0,0
25808357,3,0
25808361,1,1
25808389,0,1
25808408,1,0
25808415,1,0
25808453,0,0
25808487,0,1
25808525,0,0
25808549,3,0
25808603,1,0
25808609,0,1
25808614,0,0
25808643,6,0
25808683,1,0
25808720,1,1
25808722,0,1
25808723,0,1
25808730,1,1
25808737,0,1
25808748,0,0
25808754,0,0
25808814,16,0
25808832,0,1
25808871,1,1
25808876,2,0
25808886,1,1
25808903,0,1
25808921,1,1
25808937,0,0
25808978,1,0
25808981,0,0
25808989,2,1
25809034,0,0
25809043,2,0
25809044,0,0
25809052,1,1
25809058,0,0
25809085,0,1
25809094,3,1
25809095,3,0
25809103,5,1
25809108,2,0
25809119,0,1
25809149,0,1
25809152,2,0
25809154,1,1
25809156,10,1
25809201,0,0
25809214,16,0
25809215,11,1
25809264,0,0
25809271,0,1
25809279,19,1
25809328,0,1
25809334,1,1
25809351,0,1
25809391,0,0
25809405,0,0
25809406,0,0
25809410,13,1
25809414,0,0
25809431,0,0
25809441,0,1
25809445,0,1
25809453,3,1
25809460,0,1
25809506,0,1
25809524,0,1
25809529,0,1
25809530,1,1
25809542,0,1
25809555,1,1
25809560,4,1
25809577,57,1
25809599,0,0
25809605,0,1
25809614,1,0
25809627,3,0
25809636,0,0
25809674,0,1
25809681,0,0
25809691,0,1
25809696,0,1
25809707,23,0
25809734,0,1
25809741,0,1
25809744,0,0
25809746,4,0
25809758,4,1
25809794,20,1
25809801,0,1
25809807,0,0
25809810,0,1
25809821,0,0
25809836,1,1
25809854,0,1
25809855,0,0
25809861,5,0
25809892,1,0
25809893,1,0
25809904,7,0
25809915,0,1
25809919,2,1
25809930,0,0
25809964,0,0
25809984,0,0
25809995,0,0
25809999,3,1
25810014,1,0
25810022,7,0
25810029,0,1
25810033,0,0
25810036,1,1
25810043,1,0
25810046,0,0
25810049,0,0
25810079,1,1
25810090,0,1
25810098,1,1
25810106,0,1
25810109,2,0
25810120,1,0
25810133,1,1
25810153,9,0
25810155,1,0
25810168,1,1
25810171,0,0
25810181,1,0
25810199,17,0
25810229,0,0
25810241,0,0
25810269,0,0
25810305,0,1
25810312,0,1
25810327,3,1
25810331,22,1
25810339,0,1
25810341,1,1
25810366,0,0
25810406,3,1
25810410,2,0
25810412,0,1
25810429,0,1
25810437,12,0
25810448,2,0
25810463,0,0
25810466,0,0
25810470,4,0
25810498,8,0
25810502,25,1
25810511,0,0
25810522,0,1
25810524,0,0
25810552,3,1
25810559,32,0
25810569,0,0
25810579,5,0
25810581,0,0
25810588,0,1
25810589,17,0
25810596,1,0
25810597,0,0
25810630,8,1
25810652,3,1
25810653,2,1
25810673,8,1
25810679,1,1
25810681,0,0
25810701,0,1
25810705,1,0
25810741,1,1
25810746,0,0
25810749,0,0
25810760,12,1
25810773,0,1
25810784,0,1
25810798,0,1
25810799,8,1
25810831,0,1
25810838,10,0
25810866,7,0
25810869,0,0
25810876,1,1
25810882,1,1
25810885,23,0
25810912,1,0
25810924,5,1
25810938,6,0
25810940,0,1
25810945,0,1
25810948,0,1
25810956,0,0
25810969,0,1
25811001,8,0
25811005,0,1
25811009,0,1
25811020,0,1
25811052,5,1
25811077,0,1
25811095,19,1
25811107,1,1
25811117,0,1
25811126,10,1
25811135,0,0
25811138,0,0
25811140,1,1
25811161,1,1
25811174,5,1
25811179,0,1
25811187,3,0
25811207,2,1
25811224,1,1
25811243,4,1
25811253,0,1
25811265,15,1
25811275,0,0
25811284,0,0
25811294,0,1
25811303,1,0
25811348,0,1
25811359,0,0
25811366,0,0
25811371,0,0
25811444,0,1
25811480,2,0
25811482,0,0
25811484,1,1
25811496,0,1
25811498,3,1
25811502,2,1
25811505,4,0
25811522,0,0
25811536,0,0
25811540,3,1
25811549,0,1
25811563,0,0
25811579,0,0
25811583,0,1
25811587,0,0
25811620,0,0
25811635,0,0
25811645,7,0
25811651,1,0
25811657,0,0
25811675,555,1
25811680,0,1
25811690,3,0
25811692,1,1
25811699,0,1
25811702,0,1
25811720,3,0
25811722,5,0
25811723,3,0
25811728,2,1
25811731,7,1
25811744,1,1
25811769,3,0
25811783,7,1
25811791,0,0
25811793,2,0
25811803,3,0
25811806,0,0
25811808,0,0
25811810,0,1
25811816,30,0
25811826,0,1
25811832,0,1
25811848,0,0
25811856,0,1
25811859,0,1
25811867,0,1
25811879,1,0
25811923,0,0
25811924,1,0
25811925,1,1
25811928,0,0
25811930,4,1
25811938,5,0
25811939,0,0
25811943,4,0
25811948,3,1
25811955,0,1
25811957,3,1
25811980,0,1
25812072,7,0
25812078,0,1
25812080,6,0
25812087,15,0
25812115,0,0
25812131,25,1
25812138,2,0
25812143,0,1
25812145,0,0
25812152,3,0
25812163,0,1
25812173,11,0
25812182,0,0
25812183,7,1
25812190,3,1
25812199,2,1
25812204,0,0
25812206,2,0
25812231,0,1
25812257,0,0
25812264,0,0
25812269,0,1
25812271,0,0
25812274,1,1
25812275,0,0
25812276,0,0
25812277,0,0
25812296,9,0
25812300,19,1
25812303,0,1
25812318,3,1
25812321,0,1
25812326,1,1
25812336,0,0
25812363,0,1
