advid,#_of_posOutcomes,SQ
25812364,0,0
25812365,0,0
25812370,3,0
25812391,0,1
25812392,0,0
25812419,11,0
25812421,1,0
25812426,0,0
25812455,0,1
25812456,0,0
25812462,2,1
25812465,0,0
25812470,0,1
25812472,0,1
25812486,11,1
25812491,0,0
25812493,3,1
25812499,1,1
25812503,0,1
25812519,0,0
25812528,8,0
25812530,0,1
25812533,0,1
25812534,0,1
25812540,5,1
25812558,5,0
25812563,0,1
25812577,5,0
25812596,0,1
25812617,0,1
25812620,1,0
25812641,1,0
25812651,2,0
25812654,0,0
25812661,10,0
25812690,1,1
25812692,0,1
25812720,0,1
25812729,6,0
25812730,0,1
25812768,1,1
25812770,498,0
25812771,1,1
25812773,0,1
25812779,0,0
25812800,2,0
25812838,0,0
25812853,0,1
25812856,0,0
25812862,3,0
25812865,3,0
25812869,0,0
25812870,0,1
25812885,1,0
25812887,0,0
25812902,0,0
25812914,0,1
25812919,3,1
25812939,0,0
25812958,1,0
25812974,0,1
25812976,19,0
25812986,5,0
25812991,0,1
25812997,0,1
25812999,0,0
25813019,1,0
25813042,7,1
25813050,4,1
25813058,0,0
25813062,124,0
25813067,23,1
25813071,1,0
25813074,11,1
25813075,18,0
25813101,0,1
25813110,1,0
25813117,0,0
25813118,0,0
25813130,0,1
25813136,16,1
25813151,0,1
25813154,0,1
25813169,0,0
25813183,7,1
25813192,0,0
25813206,1,1
25813225,0,0
25813227,0,1
25813240,0,1
25813244,0,0
25813259,0,1
25813270,2,1
25813271,1,1
25813276,0,0
25813283,0,1
25813297,0,0
25813315,2,1
25813320,3,0
25813338,0,1
25813359,0,1
25813365,0,0
25813366,0,0
25813368,498,1
25813375,6,1
25813382,0,0
25813387,1,1
25813396,0,1
25813406,3,0
25813410,1,0
25813412,16,1
25813426,1,1
25813430,0,1
25813438,0,1
25813446,8,0
25813448,3,0
25813461,0,1
25813485,0,1
25813491,1,0
25813498,0,1
25813522,1,1
25813541,0,1
25813557,0,0
25813564,3,1
25813566,0,0
25813568,2,1
25813580,0,0
25813595,1,1
25813599,0,0
25813610,0,1
25813625,1,1
25813638,1,1
25813639,0,0
25813656,8,1
25813672,1,0
25813710,0,1
25813747,6,0
25813748,3,1
25813757,0,0
25813766,0,1
25813783,2,1
25813784,0,1
25813788,0,0
25813796,21,1
25813797,0,0
25813798,1,0
25813807,0,1
25813811,0,1
25813822,7,1
25813823,3,1
25813830,2,0
25813834,0,0
25813835,0,1
25813837,14,1
25813839,1,1
25813842,4,1
25813844,0,1
25813850,4,1
25813854,0,1
25813867,4,0
25813872,0,1
25813878,0,1
25813893,0,1
25813895,0,0
25813909,4,1
25813916,3,0
25813935,0,1
25813941,0,1
25813950,0,1
25813956,1,1
25813957,8,0
25813963,0,0
25813972,0,0
25813975,0,0
25813985,0,0
25813999,3,0
25814015,0,0
25814022,0,1
25814036,1,0
25814040,10,1
25814055,0,1
25814059,3,1
25814065,10,1
25814082,23,0
25814098,8,0
25814141,1,0
25814142,2,1
25814144,0,0
25814157,6,1
25814163,0,1
25814169,9,0
25814174,0,1
25814213,0,0
25814220,2,1
25814224,11,0
25814231,0,0
25814258,7,0
25814261,3,1
25814263,5,1
25814293,0,0
25814301,1,1
25814310,0,1
25814312,0,1
25814322,0,0
25814325,10,1
25814337,1,1
25814343,3,0
25814349,0,0
25814357,6,0
25814363,4,0
25814412,0,1
25814432,32,1
25814436,0,0
25814442,0,1
25814453,6,0
25814467,5,0
25814469,3,1
25814472,0,0
25814484,0,1
25814494,0,1
25814496,6,1
25814501,3,0
25814516,0,0
25814523,0,0
25814535,0,0
25814538,0,0
25814540,0,0
25814557,1,0
25814561,0,0
25814563,0,1
25814591,4,0
25814599,0,1
25814600,0,1
25814605,0,0
25814609,2,1
25814638,0,1
25814664,0,1
25814665,0,1
25814670,1,0
25814671,0,1
25814687,0,0
25814697,0,1
25814704,0,1
25814712,0,1
25814726,1,0
25814729,0,0
25814735,0,0
25814748,1,0
25814751,0,0
25814767,0,1
25814781,33,1
25814784,0,0
25814793,0,0
25814802,11,0
25814804,6,0
25814822,0,0
25814832,0,1
25814854,1,1
25814855,13,0
25814860,78,0
25814870,9,1
25814873,0,0
25814874,1,1
25814882,0,0
25814887,2,0
25814888,1,1
25814892,0,1
25814906,3,0
25814929,0,0
25814938,25,1
25814950,1,0
25814955,1,1
25814959,9,0
25814962,3,1
25814970,2,0
25814992,1,1
25814999,0,1
25815002,2,0
25815009,4,0
25815012,10,0
25815020,0,0
25815082,0,0
25815103,1,0
25815107,4,0
25815109,0,1
25815121,1,1
25815124,0,0
25815130,0,1
25815131,0,1
25815136,1,1
25815139,26,0
25815142,4,1
25815150,4,0
25815155,0,0
25815159,0,1
25815160,1,0
25815165,3,1
25815170,7,1
25815174,0,1
25815178,0,1
25815181,1,1
25815185,0,0
25815201,2,0
25815217,7,0
25815235,0,1
25815243,2,0
25815245,1,1
25815257,5,1
25815260,1,0
25815276,2,1
25815285,0,0
25815292,0,0
25815300,0,0
25815309,1,0
25815321,1,1
25815334,1,0
25815336,0,1
25815338,0,1
25815346,0,0
25815347,0,1
25815354,0,0
25815356,0,1
25815358,0,0
25815361,0,1
25815363,8,0
25815367,7,1
25815369,15,1
25815374,0,0
25815377,25,0
25815379,0,0
25815384,0,0
25815395,0,0
25815403,0,0
25815406,0,0
25815414,4,1
25815423,0,0
25815431,0,0
25815439,1,0
25815440,0,1
25815448,5,0
25815453,0,0
25815454,0,0
25815458,0,0
25815460,0,0
25815463,0,0
25815467,0,0
25815475,9,0
25815476,0,1
25815478,14,0
25815484,0,0
25815499,1,0
25815504,0,0
25815511,2,1
25815524,0,0
25815527,0,1
25815535,0,0
25815549,12,0
25815555,0,0
25815559,3,0
25815582,3,0
25815583,4,1
25815584,1,1
25815586,170,0
25815594,1,1
25815601,0,0
25815612,0,0
25815614,1,1
25815615,3,0
25815618,5,1
25815624,0,1
25815630,0,1
25815648,0,1
25815653,0,0
25815677,149,1
25815686,1,1
25815690,0,1
25815691,0,1
25815694,1,1
25815699,3,1
25815702,9,0
25815710,11,0
25815717,1,1
25815729,12,1
25815742,0,0
25815744,0,0
25815745,0,0
25815748,0,0
25815787,4,1
25815791,3,0
25815803,1,1
25815808,1,1
25815813,0,1
25815837,8,0
25815846,0,0
25815847,4,1
25815854,4,0
25815879,0,0
25815883,3,0
25815891,2,0
25815895,0,1
25815925,0,0
25815927,5,1
25815961,0,1
25815962,0,1
25815975,0,0
25815991,7,0
25816002,1,0
25816007,1,0
25816010,71,1
25816014,1,0
25816032,10,0
25816041,0,0
25816047,2,1
25816049,0,0
25816055,1,0
25816062,6,0
25816066,1,0
25816075,0,0
25816082,3,1
25816105,0,1
25816114,0,0
25816135,4,1
25816136,0,0
25816144,0,0
25816149,4,1
25816151,2,0
25816154,0,0
25816156,0,1
25816163,0,1
25816164,0,0
25816175,1,0
25816177,0,0
25816181,3,1
25816182,1,0
25816210,11,1
25816222,9,0
25816225,1,1
25816228,1,1
25816229,1,1
25816241,0,1
25816246,1,1
25816260,3,1
25816269,0,0
25816276,0,1
25816277,0,0
25816278,33,1
25816282,0,0
25816304,0,0
25816308,0,0
25816340,0,0
25816341,0,1
25816345,21,0
25816358,1,0
25816361,1,1
25816377,2,1
25816386,0,1
25816404,0,0
25816407,1,1
25816409,0,1
25816413,28,1
25816418,28,1
25816422,0,0
25816423,0,1
25816436,0,0
25816450,1,1
25816465,0,1
25816468,2,0
25816480,0,1
25816505,0,0
25816514,0,0
25816525,0,0
25816530,0,0
25816541,0,0
25816551,13,1
25816555,0,0
25816565,1,0
25816567,4,0
25816574,0,1
25816581,0,1
25816583,0,1
25816600,9,1
25816635,0,0
25816636,7,0
25816643,0,1
25816650,6,1
25816652,3,0
25816653,0,0
25816660,0,0
25816684,0,0
25816703,3,0
25816705,2,0
25816709,6,1
25816710,1,1
25816712,0,1
25816719,3,0
25816727,0,0
25816728,1,1
25816731,3,0
25816750,2,0
25816757,0,0
25816779,0,1
25816796,5,0
25816819,1,0
25816830,2,1
25816845,0,0
25816846,0,1
25816862,0,1
25816867,3,0
25816875,0,0
25816882,7,0
25816886,0,0
25816927,1,1
25816930,1,0
25816982,0,1
25816987,1,1
25816992,1,0
25816993,0,0
25817016,1,1
25817030,0,1
25817031,2,1
25817045,2,0
25817047,0,1
25817051,13,1
25817064,2,0
25817069,11,0
25817072,3,0
25817076,1,0
25817084,0,1
25817091,2,0
25817101,0,0
25817103,14,0
25817110,0,1
25817120,5,0
25817126,0,1
25817132,4,1
25817139,0,1
25817141,0,0
25817147,0,1
25817151,0,0
25817174,2,0
25817177,0,0
25817179,0,0
25817195,8,0
25817209,0,1
25817211,0,1
25817213,0,1
25817242,0,1
25817304,1,1
25817318,3,0
25817337,0,1
25817345,0,0
25817350,1,1
25817367,23,0
25817370,2,1
25817379,0,0
25817403,1,1
25817407,0,1
25817409,3,0
25817425,1,0
25817449,3,0
25817450,0,1
25817462,0,1
25817489,1,1
25817516,0,1
25817519,2,0
25817528,0,1
25817538,0,0
25817548,0,0
25817549,1,1
25817564,0,1
25817569,0,0
25817579,0,0
25817580,4,1
25817621,1,0
25817622,0,1
25817627,0,1
25817647,0,1
25817649,25,1
25817669,0,0
25817686,0,1
25817696,1,1
25817746,3,0
25817757,6,1
25817758,0,1
25817760,0,0
25817762,4,1
25817765,0,1
25817771,7,1
25817788,0,0
25817793,0,1
25817842,0,1
25817874,26,1
25817902,0,1
25817908,31,0
25817934,25,0
25817954,3,1
25817955,1,1
25817964,2,1
25818009,1,0
25818011,4,1
25818016,8,1
25818022,1,1
25818039,17,0
25818040,6,0
25818071,2,1
25818099,2,1
25818104,0,1
25818113,14,0
25818158,0,1
25818186,0,1
25818205,1,0
25818207,1,0
25818228,16,1
25818246,1,1
25818275,1,1
25818276,0,0
25818315,6,0
25818329,1,1
25818333,1,0
25818348,1,1
25818370,4,0
25818394,3,1
25818505,0,0
25818515,10,0
25818526,2,0
25818555,25,1
25818570,4,1
25818593,0,0
25818607,0,1
25818682,0,1
25818683,1,0
25818703,0,1
25818732,0,1
25818735,0,1
25818769,1,0
25818792,0,1
25818797,1,1
25818846,0,0
25818885,2,1
25818909,0,0
25819050,0,0
25819140,1,1
25819156,0,0
25819183,0,1
25819214,4,0
25819237,0,0
25819284,5,0
25819336,0,1
25819360,0,1
25819368,10,0
25819630,0,0
25819693,0,1
25819764,2,0
25819802,0,0
25819804,0,1
25819832,3,1
25820285,8,1
25820360,0,1
25820487,0,0
25820583,0,0
25820691,0,1
25820963,0,1
25821060,0,0
25821079,5,1
25821111,0,0
25821180,0,0
25821191,5,0
25821209,0,0
25821212,0,0
25821225,0,1
25821319,0,1
25821355,0,1
25821375,0,0
25821559,0,0
25821579,0,0
25821611,0,0
25821637,14,1
25821708,0,1
25821810,0,1
25821839,4,0
25821841,0,0
25821886,0,1
25821899,9,1
25821953,4,0
25822009,1,1
25822025,0,0
25822041,2,0
25822058,1,0
25822081,0,0
25822103,4,1
25822112,1,0
25822160,0,1
25822191,0,1
25822197,1,0
25822199,1,0
25822207,1,0
25822210,0,0
25822211,0,0
25822223,0,1
25822243,2,0
25822334,0,0
25822367,0,0
25822369,3,0
25822382,3,1
25822390,0,1
25822428,1,1
25822454,0,0
25822514,0,1
25822516,2,1
25822542,0,0
25822550,1,1
25822569,2,1
25822572,0,1
25822585,0,0
25822608,3,1
25822620,2,1
25822626,0,0
25822639,0,1
25822648,0,0
25822716,0,1
25822742,0,0
25822743,2,0
25822779,2,0
25822845,0,1
25822854,0,0
25822889,5,0
25822895,0,0
25822899,2,0
25822901,2,0
25822927,0,1
25822940,1,1
25822961,0,1
25822965,7,0
25822966,0,0
25823008,18,1
25823015,0,1
25823023,0,0
25823033,1,1
25823057,0,1
25823067,0,0
25823087,1,1
25823089,0,0
25823118,6,0
25823126,0,0
25823132,0,1
25823142,2,0
25823159,0,1
25823178,0,0
25823205,0,0
25823212,1,1
25823241,5,1
25823251,0,0
25823255,15,0
25823258,0,0
25823262,0,0
25823326,1,0
25823342,1,1
25823344,1,1
25823372,0,0
25823374,5,0
25823398,9,0
25823408,7,1
25823423,1,1
25823449,1,0
25823465,2,0
25823501,1,0
25823505,0,1
25823528,0,0
25823533,0,0
25823554,0,0
25823556,1,0
25823574,0,0
25823578,3,0
25823582,0,0
25823583,0,0
25823591,9,0
25823594,12,1
25823597,5,0
25823598,1,1
25823606,1,0
25823640,0,0
25823649,2,0
25823679,2,1
25823692,21,1
25823699,50,0
25823743,0,1
25823748,3,1
25823753,14,0
25823755,0,0
25823765,1,1
25823775,22,1
25823776,0,1
25823778,3,1
25823788,0,1
25823790,1,1
25823821,0,0
25823852,1,1
25823898,0,1
25823903,1,0
25823908,0,0
25823913,8,0
25823943,0,0
25823960,18,0
25823980,3,1
25823993,0,0
25824018,0,1
25824020,0,1
25824034,1,0
25824052,3,0
25824070,6,1
25824076,1,1
25824103,0,0
25824190,11,1
25824199,1,0
25824216,0,0
25824232,0,0
25824234,1,1
25824245,2,1
25824258,3,1
25824270,0,0
25824280,6,0
25824283,3,1
25824293,2,1
25824301,2,0
25824323,0,0
25824324,0,0
25824336,0,1
25824337,2,0
25824341,0,0
25824346,25,1
25824378,0,0
25824393,2,0
25824423,0,0
25824448,0,1
25824460,2,0
25824467,0,0
25824477,0,1
25824485,13,0
25824493,2,1
25824517,0,1
25824538,1,0
25824541,24,1
25824576,1,0
25824605,59,0
25824616,0,0
25824618,0,0
25824622,2,0
25824629,8,1
25824633,0,1
25824644,1,0
25824651,0,1
25824705,0,1
25824735,10,1
25824749,0,0
25824751,1,0
25824769,1,0
25824831,37,1
25824838,0,1
25824850,0,0
25824857,0,0
25824858,1,0
25824863,0,1
25824885,3,0
25824895,17,0
25824915,3,0
25824931,0,0
25824932,0,1
25824960,3,0
25824980,0,0
25824990,20,0
25824999,4,0
25825024,0,1
25825032,0,1
25825053,1,0
25825063,10,0
25825065,27,0
25825072,2,0
25825126,5,0
25825183,0,1
25825206,3,1
25825224,0,1
25825239,8,0
25825244,7,0
25825262,0,0
25825287,3,0
25825312,0,1
25825313,0,0
25825319,0,0
25825327,4,0
25825343,0,0
25825352,8,1
25825356,2,0
25825377,0,0
25825378,0,0
25825416,0,0
25825424,0,0
25825430,0,0
25825469,0,1
25825476,4,1
25825477,0,0
25825480,3,0
25825504,0,1
25825510,0,1
25825537,3,1
25825540,2,1
25825546,10,1
25825590,1,1
25825596,0,1
25825617,1,1
25825653,29,1
25825660,2,0
25825694,17,0
25825710,2,0
25825715,4,1
25825725,5,0
25825737,9,1
25825741,1,1
25825743,0,0
25825764,10,0
25825775,0,0
25825781,14,0
25825812,0,0
25825813,20,0
25825817,1,0
25825824,3,0
25825827,0,0
25825835,3,0
25825836,14,1
25825860,0,1
25825872,1,1
25825873,3,1
25825924,1,1
25825933,0,0
25825979,5,1
25825981,1,0
25825982,15,0
25825998,3,1
25826003,0,0
25826044,0,1
25826049,0,0
25826058,1,0
25826069,0,0
25826106,9,0
25826111,0,0
25826120,1,0
25826138,2,1
25826141,1,1
25826153,6,0
25826163,0,0
25826171,3,0
25826178,0,1
25826181,0,1
25826191,5,1
25826205,0,1
25826211,2,1
25826221,0,1
25826227,0,1
25826244,15,1
25826253,0,0
25826256,0,0
25826262,3,0
25826274,3,0
25826287,0,1
25826305,2,1
25826311,8,1
25826335,1,0
25826340,6,0
25826343,0,0
25826344,4,0
25826348,0,1
25826350,6,0
25826396,0,0
25826408,0,1
25826418,0,1
25826434,4,1
25826483,1,0
25826494,0,0
25826557,0,0
25826590,4,0
25826631,4,0
25826645,0,0
25826655,1,0
25826658,0,1
25826671,0,1
25826681,8,0
25826698,7,1
25826720,1,0
25826746,8,0
25826756,0,0
25826758,34,1
25826786,0,0
25826788,0,1
25826796,15,0
25826802,2,0
25826811,5,0
25826825,0,1
25826828,0,1
25826829,6,1
25826832,0,0
25826863,0,0
25826866,0,0
25826912,2,1
25826913,18,0
25826959,0,1
25826966,8,0
25826973,2,1
25826975,1,0
25826977,1,1
25826985,24,0
25827000,2,1
25827033,0,1
25827040,0,1
25827041,0,0
25827060,15,1
25827068,0,0
25827069,0,1
25827081,0,0
25827089,5,0
25827092,0,1
25827100,12,0
25827102,0,0
25827125,0,1
25827130,0,0
25827193,4,1
25827201,0,0
25827204,0,1
25827282,0,0
25827288,0,1
25827289,0,0
25827336,1,1
25827339,6,1
25827424,0,1
25827487,0,1
25827511,2,0
25827518,0,1
25827554,4,0
25827575,1,1
25827576,0,1
25827629,3,0
25827651,2,1
25827661,0,0
25827662,0,0
25827668,0,1
25827689,5,0
25827690,3,0
25827698,1,1
25827703,6,1
25827746,0,0
25827747,0,1
25827778,1,1
25827801,5,0
25827845,0,1
25827866,0,1
25827972,1,1
25827983,0,1
25828048,8,0
25828049,1,0
25828061,2,0
25828150,0,1
25828152,24,0
25828195,0,1
25828248,1,1
25828260,0,1
25828283,4,1
25828376,13,0
25828395,59,1
25828409,1,1
25828418,0,0
25828452,5,0
25828624,0,0
25828632,13,1
25828652,0,0
25828662,1,1
25828749,0,0
25828759,0,1
25828836,9,0
25828919,0,1
25828935,0,0
25828970,1,1
25829004,0,1
25829094,0,1
25829591,0,0
25829610,1,1
25829705,0,1
25829706,1,0
25829886,1,0
25830065,2,1
25830161,2,0
25830219,15,0
25830229,0,0
25830244,6,1
25830251,0,0
25830294,1,1
25830361,0,1
25830378,0,1
25830440,0,0
25830488,0,1
25830494,0,0
25830510,8,1
25830546,0,1
25830682,4,1
25830702,2,0
25830716,0,0
25830767,0,1
25830776,0,0
25830777,0,1
25830878,1,0
25830936,3,0
25830965,1,1
25830973,3,0
25830975,3,0
25830997,0,1
25831004,28,1
25831005,0,0
25831022,16,1
25831026,4,0
25831080,1,1
25831083,0,1
25831117,0,1
25831168,0,0
25831190,0,1
25831192,8,0
25831200,0,0
25831253,0,1
25831278,2,0
25831293,3,0
25831346,1,1
25831349,0,0
25831356,0,1
25831360,0,1
25831375,0,1
25831396,3,1
25831426,0,1
25831458,2,0
25831467,34,0
25831500,0,0
25831517,0,1
25831635,0,1
25831636,0,0
25831744,0,1
25831760,3,0
25831762,0,0
25831768,0,1
25831788,0,0
25831795,0,1
25831821,0,1
25831829,0,0
25831865,0,0
25831885,0,1
25831888,0,0
25831899,0,0
25831903,0,1
25831932,18,1
25831963,0,1
25831978,71,1
25831996,0,1
25832041,4,0
25832063,8,0
25832204,3,1
25832215,1,0
25832217,0,1
25832226,0,1
25832236,0,0
25832238,0,1
25832246,0,0
25832275,0,0
25832276,9,0
25832286,2,0
25832309,0,0
25832346,4,1
25832365,53,0
25832377,1,0
25832392,0,0
25832405,0,0
25832412,0,1
25832421,0,1
25832424,3,1
25832440,0,1
25832484,12,0
25832502,4,0
25832503,0,1
25832559,0,1
25832592,10,0
25832598,1,1
25832600,1,0
25832615,0,1
25832627,0,0
25832635,0,1
25832638,0,0
25832639,8,1
25832657,3,0
25832686,5,0
25832696,3,1
25832766,13,0
25832770,1,1
25832794,0,0
25832797,0,0
25832802,6,0
25832804,9,0
25832883,0,0
25832884,0,1
25832899,0,1
25832905,3,0
25832912,1,1
25832929,0,0
25832955,0,1
25832956,0,0
25832975,0,0
25832991,0,1
25832997,106,1
25833011,0,1
25833039,0,1
25833040,0,0
25833041,1,1
25833063,1,0
25833078,1,1
25833089,0,1
25833112,18,0
25833126,0,1
25833130,1,1
25833141,0,0
25833195,0,0
25833218,0,1
25833238,0,1
25833252,17,1
25833286,1,1
25833294,0,0
25833309,1,1
25833331,1,0
25833348,3,0
25833355,25,0
25833377,1,0
25833378,8,1
25833409,0,1
25833414,1,1
25833429,1,0
25833443,0,1
25833445,1,0
25833524,0,1
25833525,0,1
25833529,1,1
25833543,0,1
25833546,0,0
25833564,3,1
25833576,1,0
25833577,0,0
25833581,0,0
25833588,0,1
25833598,0,0
25833610,0,0
25833620,2,0
25833647,14,1
25833689,0,0
25833707,0,1
25833718,3,1
25833728,12,1
25833790,0,0
25833798,2,1
25833804,0,0
25833828,0,0
25833832,119,1
25833840,0,1
25833846,1,0
25833853,2,1
25833855,88,1
25833866,0,1
25833869,0,0
25833871,5,1
25833897,1,0
25833898,2,0
25833902,29,1
25833923,0,0
25833930,17,1
25833965,0,1
25833974,0,1
25833992,0,1
25834008,0,1
25834023,0,1
25834046,0,0
25834048,0,1
25834090,0,1
25834092,0,0
25834103,17,0
25834121,0,1
25834139,0,1
25834140,0,0
25834141,5,1
25834150,0,0
25834155,8,1
25834179,27,1
25834206,5,0
25834208,0,0
25834219,1,1
25834232,0,1
25834239,1,1
25834240,0,0
25834266,1,0
25834279,0,0
25834280,0,0
25834289,0,0
25834299,3,0
25834328,3,0
25834373,1,1
25834392,0,0
25834407,0,0
25834484,1,0
25834508,0,1
25834527,0,1
25834533,0,0
25834542,3,1
25834568,9,0
25834598,0,0
25834605,5,1
25834655,0,1
25834661,1,0
25834673,0,0
25834692,4,1
25834703,0,1
25834708,7,0
25834726,0,0
25834746,92,1
25834774,2,0
25834786,0,0
25834794,10,1
25834810,1,0
25834818,5,1
25834824,0,1
25834825,0,1
25834837,0,1
25834849,0,0
25834865,77,0
25834912,15,1
25834923,1,0
25834950,0,1
25834951,4,1
25834954,0,0
25834984,0,0
25834995,4,0
25835019,1,1
25835025,3,0
25835057,0,1
25835091,0,1
25835130,16,0
25835132,3,1
25835162,1,0
25835210,1,1
25835212,3,1
25835219,0,0
25835238,26,0
25835240,0,1
25835255,18,0
25835262,11,0
25835272,0,1
25835274,1,0
25835279,0,0
25835292,2,1
25835330,4,0
25835332,4,1
25835348,2,0
25835352,0,0
25835402,3,1
25835411,0,0
25835435,0,0
25835445,0,0
25835491,4,0
25835498,0,1
25835503,3,1
25835532,2,0
25835582,58,0
25835588,0,0
25835609,22,1
25835611,0,1
25835619,1,0
25835629,7,0
25835663,0,1
25835673,0,1
25835728,4,0
25835730,0,1
25835741,2,1
25835759,3,1
25835761,16,1
25835769,0,1
25835777,0,1
25835803,25,1
25835811,0,0
25835823,4,0
25835845,0,0
25835865,0,1
25835866,0,1
25835876,0,1
25835877,5,1
25835878,0,1
25835880,0,0
25835908,10,0
25835914,2,1
25835961,0,1
25835965,0,1
25835971,0,0
25836004,0,0
25836026,0,1
25836027,0,0
25836039,4,0
25836040,2,0
25836042,0,0
25836055,1,0
25836091,0,1
25836126,0,0
25836150,0,1
25836163,2,0
25836166,3,0
25836192,0,0
25836214,13,0
25836238,0,0
25836243,0,0
25836248,0,0
25836262,4,0
25836294,0,1
25836349,5,1
25836362,0,0
25836363,0,0
25836377,0,0
25836388,0,1
25836400,0,0
25836406,0,1
25836425,1,0
25836443,0,0
25836456,4,0
25836538,3,0
25836571,0,1
25836587,55,0
25836606,0,0
25836608,12,1
25836612,0,1
25836625,2,1
25836645,2,1
25836650,1,0
25836653,1,0
25836657,0,0
25836668,2,1
25836684,0,0
25836691,0,0
25836746,2,0
25836782,0,0
25836799,1,0
25836814,0,1
25836822,4,0
25836917,41,1
25836931,1,0
25836933,0,1
25836935,0,0
25836943,0,0
25836956,0,0
25836977,0,1
25836981,2,0
25836985,0,0
25837010,0,0
25837013,7,1
25837016,2,1
25837035,1,0
25837077,0,0
25837140,13,1
25837204,0,0
25837230,3,1
25837255,2,1
25837262,7,1
25837272,1,1
25837340,8,1
25837445,0,1
25837470,0,1
25837497,0,0
25837505,0,1
25837561,0,1
25837568,0,0
25837685,4,1
25837722,5,1
25837749,0,1
25837751,4,0
25837762,0,1
25837808,0,1
25837845,0,1
25837870,0,0
25837942,1,1
25837951,0,0
25838083,2,1
25838127,4,1
25838135,0,0
25838200,0,1
25838228,5,1
25838283,1,0
25838499,1,1
25838618,0,1
25838628,0,1
25838742,0,0
25838761,0,0
25838772,1,1
25838872,0,1
25838892,0,0
25839075,0,1
25839295,0,0
25839391,0,0
25839394,4,0
25839561,0,1
25839612,1,1
25839635,0,0
25839790,3,0
25840155,4,1
25840689,0,0
25841266,0,0
25841268,0,0
25841432,0,1
25841437,0,1
25841624,0,0
25841709,0,1
25841804,0,1
25841872,0,1
25841920,0,0
25842180,0,0
25842280,0,1
25842286,1,0
25842379,0,1
25842939,0,1
25842951,6,0
25842968,0,0
25842976,2,0
25842979,0,0
25843032,0,0
25843093,10,1
25843141,0,0
25843329,4,0
25843429,0,1
25843461,1,1
25843462,0,1
25843521,0,0
25843574,0,1
25843617,3,1
25843646,0,1
25843704,1,0
25843729,2,1
25843785,0,0
25843787,3,0
25843804,0,0
25843816,0,0
25843831,0,0
25843890,6,1
25843909,0,1
25843923,0,1
25843985,0,0
25844029,0,0
25844041,0,0
25844060,2,0
25844062,0,0
25844068,0,1
25844085,0,1
25844096,1,0
25844097,0,0
25844129,0,1
25844133,0,1
25844149,1,1
25844167,0,0
25844173,0,0
25844184,0,1
25844201,0,1
25844219,1,1
25844220,0,1
25844255,3,1
25844263,2,0
25844288,0,1
25844298,0,1
25844319,2,1
25844339,0,0
25844368,2,0
25844373,1,0
25844394,0,1
25844395,0,1
25844438,5,0
25844472,1,1
25844480,4,1
25844484,1,0
25844500,8,1
25844524,4,0
25844553,0,0
25844560,0,1
25844599,0,1
25844620,0,1
25844631,0,0
25844645,2,1
25844660,1,0
25844675,0,0
25844681,0,1
25844743,0,0
25844744,1,1
25844779,0,1
25844811,3,0
25844816,0,1
25844826,0,0
25844835,0,1
25844856,0,0
25844887,2,1
25844908,0,1
25844911,0,0
25844914,0,1
25844916,2,1
25844954,0,0
25844976,0,1
25844986,0,0
25845008,0,0
25845013,0,0
25845018,0,1
25845035,3,1
25845054,0,0
25845073,0,0
25845097,15,0
25845101,0,1
25845116,0,1
25845135,0,1
25845158,2,1
25845173,0,1
25845200,1,0
25845229,0,1
25845244,28,1
25845270,0,0
25845287,0,0
25845311,3,0
25845314,0,0
25845359,5,0
25845369,0,0
25845370,19,0
25845404,2,1
25845422,0,0
25845466,0,0
25845468,0,1
25845526,0,1
25845527,0,0
25845530,1,1
25845545,2,0
25845567,2,1
25845577,2,0
25845604,7,1
25845611,0,0
25845619,1,1
25845622,0,0
25845652,1,1
25845655,0,0
25845680,6,1
25845687,0,0
25845690,8,1
25845692,0,0
25845701,0,1
25845705,0,1
25845726,0,1
25845747,2,0
25845751,0,1
25845758,5,0
25845819,0,1
25845830,0,1
25845844,0,1
25845869,0,1
25845871,0,1
25845875,1,0
25845877,0,0
25845898,0,1
25845914,1,0
25845915,0,1
25845934,0,0
25845936,5,1
25845957,7,0
25845963,0,1
25845969,0,0
25845979,0,0
25845991,0,1
25846003,2,1
25846012,0,1
25846031,0,0
25846043,0,0
25846061,0,1
25846080,6,0
25846091,0,1
25846107,16,0
25846110,0,1
25846114,0,1
25846119,0,0
25846123,0,0
25846129,1,0
25846146,2,1
25846147,1,1
25846148,6,0
25846180,0,0
25846186,0,0
25846203,1,0
25846223,0,1
25846251,12,0
25846265,0,1
